时间戳,帧计数器,游戏时间,挂载对象位置X,挂载对象位置Y,挂载对象位置Z,挂载对象旋转X,挂载对象旋转Y,挂载对象旋转Z,目标对象1旋转X,目标对象1旋转Y,目标对象1旋转Z,注视原点X,注视原点Y,注视原点Z,注视方向X,注视方向Y,注视方向Z,碰撞点X,碰撞点Y,碰撞点Z,碰撞物体名称,左瞳孔直径,右瞳孔直径,左瞳孔X,左瞳孔Y,右瞳孔X,右瞳孔Y,左眼睁眼度,右眼睁眼度,眼动追踪状态,
06:18.6,1588,17.9376,0.007191,1.245174,26.48838,343.0464,0.758087,0.333308,0,0,0,0.006319,1.254166,26.49962,-0.057043,0.012304,0.998296,-0.344317,1.3298,32.636,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.6,1589,17.9488,0.007931,1.245238,26.48845,343.036,0.757562,0.246227,0,0,0,0.007065,1.254233,26.49969,-0.057477,0.012587,0.998268,-0.346347,1.331627,32.63782,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.6,1590,17.9599,0.008526,1.245219,26.48835,343.0351,0.768416,0.163357,0,0,0,0.007671,1.254216,26.49959,-0.058252,0.013199,0.998215,-0.350763,1.335429,32.64172,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.6,1591,17.9709,0.009243,1.245275,26.4884,343.0025,0.772251,0.070018,0,0,0,0.008396,1.25428,26.49963,-0.058807,0.014794,0.99816,-0.353827,1.345405,32.64778,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.6,1592,17.9825,0.009951,1.245407,26.48848,342.9948,0.788904,359.993,0,0,0,0.009115,1.254415,26.49971,-0.05889,0.015021,0.998152,-0.353655,1.346945,32.6484,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.6,1593,17.9933,0.010469,1.245399,26.48842,342.954,0.807983,359.9337,0,0,0,0.009644,1.254416,26.49965,-0.058825,0.016157,0.998138,-0.352904,1.353994,32.65128,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.6,1594,18.011,0.011091,1.245482,26.48852,342.9063,0.856946,359.8645,0,0,0,0.010283,1.254508,26.49974,-0.057981,0.017548,0.998164,-0.347109,1.362671,32.6524,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.6,1595,18.018,0.011692,1.245502,26.48859,342.8931,0.90401,359.8033,0,0,0,0.010897,1.254532,26.4998,-0.057129,0.018041,0.998204,-0.341136,1.365704,32.65081,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.6,1596,18.0265,0.012186,1.245434,26.4885,342.9118,0.973121,359.7605,0,0,0,0.011408,1.254461,26.49972,-0.056131,0.017767,0.998265,-0.334215,1.363861,32.64645,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.7,1597,18.0378,0.012814,1.245459,26.48856,342.9109,1.048934,359.7286,0,0,0,0.012054,1.254487,26.49978,-0.054853,0.01797,0.998333,-0.325469,1.365059,32.64274,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.7,1598,18.0486,0.013365,1.245536,26.48867,342.911,1.157591,359.6903,0,0,0,0.01263,1.254565,26.49989,-0.052911,0.017847,0.99844,-0.312556,1.364253,32.63625,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.7,1599,18.06,0.013725,1.245443,26.48866,342.8671,1.279522,359.6059,0,0,0,0.013021,1.254482,26.49987,-0.051193,0.018714,0.998514,-0.301454,1.369437,32.63364,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.7,1600,18.0711,0.014242,1.245648,26.48891,342.7871,1.373432,359.5083,0,0,0,0.013565,1.254704,26.50011,-0.050201,0.020255,0.998534,-0.294884,1.379156,32.63543,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.7,1601,18.0823,0.014673,1.245837,26.48912,342.7103,1.495672,359.445,0,0,0,0.014027,1.254909,26.50031,-0.048488,0.021757,0.998587,-0.283866,1.388575,32.6353,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.7,1602,18.0935,0.014923,1.245861,26.4892,342.6332,1.611052,359.4276,0,0,0,0.014299,1.254948,26.50038,-0.046509,0.023179,0.998649,-0.271379,1.397319,32.63447,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.7,1603,18.1047,0.015282,1.245962,26.48942,342.6013,1.709454,359.4232,0,0,0,0.014679,1.255055,26.50059,-0.044816,0.023739,0.998713,-0.26045,1.400789,32.63181,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.7,1604,18.1155,0.015636,1.245984,26.48962,342.5841,1.782727,359.4207,0,0,0,0.015047,1.255081,26.50079,-0.043505,0.02404,0.998764,-0.251909,1.402595,32.62938,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.7,1605,18.1266,0.015799,1.24587,26.48972,342.6194,1.853135,359.3985,0,0,0,0.015226,1.25496,26.5009,-0.042948,0.023884,0.998792,-0.248212,1.401463,32.62737,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.8,1606,18.1378,0.015997,1.245793,26.48988,342.6893,1.928169,359.3871,0,0,0,0.01544,1.25487,26.50107,-0.042294,0.022974,0.998841,-0.24377,1.395674,32.62276,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.8,1607,18.1488,0.016233,1.24577,26.49007,342.768,1.989724,359.3628,0,0,0,0.01569,1.254832,26.50127,-0.041336,0.021636,0.998911,-0.237355,1.387279,32.61623,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.8,1608,18.1665,0.0163,1.245564,26.4902,342.8394,2.051058,359.3454,0,0,0,0.015772,1.254612,26.50142,-0.040638,0.019472,0.998984,-0.23264,1.373641,32.60801,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.8,1609,18.1747,0.016483,1.2455,26.49037,342.9201,2.114136,359.3045,0,0,0,0.015972,1.254533,26.5016,-0.039709,0.017663,0.999055,-0.226445,1.362364,32.60064,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.8,1610,18.1828,0.016584,1.24531,26.49053,343.0512,2.193429,359.3162,0,0,0,0.016087,1.254317,26.50178,-0.051931,0.019564,0.998459,-0.303003,1.374531,32.6368,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.8,1611,18.1931,0.016607,1.245042,26.49064,343.2093,2.250411,359.324,0,0,0,0.016121,1.254018,26.50191,-0.050899,0.016807,0.998562,-0.296012,1.357082,32.62545,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.8,1612,18.2044,0.016687,1.244876,26.49104,343.3188,2.316201,359.3097,0,0,0,0.016218,1.25383,26.50234,-0.179987,0.195209,0.964105,-3.707693,5.292689,46.44958,Arch,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.8,1613,18.216,0.016718,1.244785,26.4917,343.4216,2.405901,359.2526,0,0,0,0.016272,1.25372,26.50301,-0.232237,0.264865,0.935902,-3.604748,5.383472,41.09552,Arch,0,0,0.5,0.5,0.5,0.5,1,0.892387,Valid,#NAME?
06:18.9,1614,18.2268,0.016653,1.244633,26.49245,343.4386,2.462246,359.2076,0,0,0,0.016222,1.253565,26.50376,-0.231323,0.264794,0.936148,-3.597349,5.389997,41.12759,Arch,0,0,0.5,0.5,0.5,0.5,1,0.892387,Valid,#NAME?
06:18.9,1615,18.2386,0.016653,1.244667,26.49365,343.4558,2.522232,359.154,0,0,0,0.016239,1.253596,26.50497,-0.21937,0.220068,0.950498,-3.868598,5.150793,43.33741,Arch,0,0,0.5,0.5,0.5,0.5,1,0.892387,Valid,#NAME?
06:18.9,1616,18.2488,0.016638,1.244763,26.49498,343.4642,2.585939,359.15,0,0,0,0.016235,1.253692,26.50629,-0.228635,0.192659,0.954258,-4.230177,4.831928,44.22965,Arch,0,0,0.5,0.5,0.5,0.5,1,0.922548,Valid,#NAME?
06:18.9,1617,18.2599,0.016569,1.244635,26.49659,343.4576,2.642132,359.1588,0,0,0,0.016178,1.253564,26.5079,-0.133585,0.112958,0.984579,-4.223045,4.83822,57.75283,Arch,0,0,0.5,0.5,0.5,0.5,1,0.938039,Valid,#NAME?
06:18.9,1618,18.271,0.016544,1.244641,26.49861,343.5007,2.689893,359.1637,0,0,0,0.016161,1.253562,26.50993,-0.132745,0.112209,0.984778,-4.223793,4.83756,57.96421,Arch,0,0,0.5,0.5,0.5,0.5,1,0.938039,Valid,#NAME?
06:18.9,1619,18.2822,0.016466,1.244525,26.50093,343.5674,2.707786,359.1522,0,0,0,0.01609,1.253433,26.51227,-0.096523,0.07041,0.992837,-4.528701,4.568675,73.25986,Arch,0,0,0.5,0.5,0.5,0.5,1,0.938039,Valid,#NAME?
06:18.9,1620,18.2934,0.016348,1.24437,26.50359,343.6302,2.711361,359.1391,0,0,0,0.015974,1.253266,26.51493,-0.065622,0.022226,0.997597,-0.390267,1.390856,32.69069,触发点,0,0,0.5,0.5,0.5,0.5,1,0.950431,Valid,#NAME?
06:18.9,1621,18.3043,0.016228,1.244215,26.50689,343.7355,2.724183,359.1457,0,0,0,0.015856,1.25309,26.51825,-0.065367,0.020388,0.997653,-0.388073,1.379075,32.68314,触发点,0,0,0.5,0.5,0.5,0.5,1,0.950431,Valid,#NAME?
06:18.9,1622,18.3213,0.016134,1.244019,26.51077,343.9013,2.739312,359.2071,0,0,0,0.01576,1.25286,26.52215,-0.055386,-0.005198,0.998452,-0.320624,1.221293,32.58619,触发点,0,0,0.5,0.5,0.5,0.5,1,0.974621,Valid,#NAME?
06:19.0,1623,18.3298,0.016037,1.243743,26.51512,344.0179,2.773825,359.2357,0,0,0,0.015669,1.252561,26.52652,-0.041378,-0.027829,0.998756,-0.232859,1.085415,32.52527,触发点,0,0,0.5,0.5,0.5,0.5,1,0.974621,Valid,#NAME?
06:19.0,1624,18.3383,0.015978,1.243603,26.52011,344.1161,2.815043,359.2311,0,0,0,0.015619,1.252401,26.53153,-0.040686,-0.029527,0.998736,-0.228447,1.075275,32.52266,触发点,0,0,0.5,0.5,0.5,0.5,1,0.974621,Valid,#NAME?
06:19.0,1625,18.3487,0.015896,1.243486,26.52571,344.2275,2.84736,359.2049,0,0,0,0.015547,1.252263,26.53714,-0.046737,-0.026054,0.998567,-0.265304,1.095698,32.53776,触发点,0,0,0.5,0.5,0.5,0.5,1,0.974621,Valid,#NAME?
06:19.0,1626,18.3599,0.015732,1.243288,26.53185,344.2986,2.880964,359.1619,0,0,0,0.015394,1.252051,26.5433,-0.045016,-0.029764,0.998543,-0.254552,1.073567,32.53121,触发点,0,0,0.5,0.5,0.5,0.5,1,0.989605,Valid,#NAME?
06:19.0,1627,18.372,0.015615,1.243174,26.53852,344.3525,2.906223,359.1465,0,0,0,0.015284,1.251926,26.54998,-0.040322,-0.038204,0.998456,-0.225707,1.023592,32.51748,触发点,0,0,0.5,0.5,0.5,0.5,1,0.993347,Valid,#NAME?
06:19.0,1628,18.3821,0.015499,1.243118,26.54575,344.4389,2.909174,359.1348,0,0,0,0.015171,1.251853,26.55722,-0.040336,-0.039687,0.998398,-0.225607,1.014951,32.517,触发点,0,0,0.5,0.5,0.5,0.5,1,0.993347,Valid,#NAME?
06:19.0,1629,18.3933,0.015423,1.243043,26.55341,344.4681,2.897938,359.1503,0,0,0,0.015091,1.251773,26.56489,-0.04901,-0.028108,0.998403,-0.278265,1.083527,32.54101,触发点,0,0,0.5,0.5,0.5,0.5,1,0.995742,Valid,#NAME?
06:19.0,1630,18.4044,0.015198,1.242847,26.56179,344.5634,2.872952,359.1794,0,0,0,0.014858,1.251557,26.57327,-0.05361,-0.024757,0.998255,-0.30637,1.103212,32.55481,触发点,0,0,0.5,0.5,0.5,0.5,1,0.997275,Valid,#NAME?
06:19.0,1631,18.4153,0.015049,1.242705,26.57071,344.6302,2.847884,359.1965,0,0,0,0.014704,1.251401,26.58221,-0.053961,-0.025945,0.998206,-0.30815,1.096171,32.55455,触发点,0,0,0.5,0.5,0.5,0.5,1,0.998256,Valid,#NAME?
06:19.0,1632,18.4268,0.014904,1.242551,26.58022,344.6935,2.812532,359.2067,0,0,0,0.014551,1.251234,26.59173,-0.054646,-0.027636,0.998123,-0.311921,1.086131,32.55481,触发点,0,0,0.5,0.5,0.5,0.5,1,0.998256,Valid,#NAME?
06:19.1,1633,18.4376,0.0147,1.242368,26.59034,344.7737,2.766278,359.2238,0,0,0,0.014338,1.251035,26.60186,-0.056693,-0.027047,0.998025,-0.324146,1.089553,32.5605,触发点,0,0,0.5,0.5,0.5,0.5,1,0.998884,Valid,#NAME?
06:19.1,1634,18.4491,0.014551,1.242283,26.60096,344.8489,2.706609,359.2145,0,0,0,0.014177,1.250935,26.61249,-0.057639,-0.026317,0.997991,-0.329524,1.094009,32.56347,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999107,Valid,#NAME?
06:19.1,1635,18.4597,0.014372,1.242019,26.61213,344.9208,2.665632,359.2225,0,0,0,0.01399,1.250656,26.62367,-0.058314,-0.027579,0.997917,-0.333145,1.086485,32.5641,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999107,Valid,#NAME?
06:19.1,1636,18.4765,0.014223,1.24187,26.62386,345.053,2.624885,359.2643,0,0,0,0.01383,1.250481,26.63542,-0.058893,-0.028036,0.997871,-0.336134,1.083879,32.56511,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999107,Valid,#NAME?
06:19.1,1637,18.4836,0.014111,1.241632,26.63609,345.1185,2.58918,359.2828,0,0,0,0.01371,1.250228,26.64766,-0.059734,-0.02761,0.997832,-0.340673,1.086426,32.56751,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999634,Valid,#NAME?
06:19.1,1638,18.493,0.014057,1.241493,26.64878,345.2469,2.558447,359.2746,0,0,0,0.013651,1.250064,26.66037,-0.060313,-0.029822,0.997734,-0.343415,1.073508,32.5672,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999634,Valid,#NAME?
06:19.1,1639,18.5041,0.013935,1.241136,26.66218,345.406,2.507704,359.2645,0,0,0,0.013521,1.249675,26.67379,-0.061594,-0.031939,0.99759,-0.350474,1.060928,32.56914,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999634,Valid,#NAME?
06:19.1,1640,18.5157,0.013798,1.240857,26.67613,345.5504,2.460927,359.2473,0,0,0,0.013376,1.249368,26.68776,-0.062705,-0.034345,0.997441,-0.356458,1.046803,32.57066,触发点,0,0,0.5,0.5,0.5,0.5,1,0.99985,Valid,#NAME?
06:19.1,1641,18.5263,0.013603,1.240592,26.69076,345.732,2.399071,359.2478,0,0,0,0.01317,1.249066,26.70242,-0.064478,-0.036657,0.997246,-0.366495,1.033218,32.57447,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999904,Valid,#NAME?
06:19.2,1642,18.5377,0.013498,1.240316,26.70585,345.8431,2.33947,359.2842,0,0,0,0.01305,1.248766,26.71753,-0.06534,-0.038649,0.997114,-0.370842,1.02169,32.57588,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999904,Valid,#NAME?
06:19.2,1643,18.5487,0.013401,1.240166,26.72147,345.9468,2.278026,359.3156,0,0,0,0.012939,1.248595,26.73315,-0.065109,-0.040975,0.997037,-0.368486,1.008551,32.57405,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999904,Valid,#NAME?
06:19.2,1644,18.5596,0.013369,1.239868,26.73762,346.0463,2.222159,359.3401,0,0,0,0.012892,1.248277,26.74932,-0.066091,-0.042137,0.996923,-0.373404,1.001991,32.57624,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999951,Valid,#NAME?
06:19.2,1645,18.5707,0.013323,1.239722,26.75434,346.1427,2.180453,359.3642,0,0,0,0.012836,1.24811,26.76606,-0.066701,-0.043852,0.996809,-0.376018,0.992463,32.57726,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999969,Valid,#NAME?
06:19.2,1646,18.5832,0.013271,1.239589,26.77163,346.2503,2.141103,359.389,0,0,0,0.012775,1.247954,26.78337,-0.066742,-0.045966,0.996711,-0.375151,0.980785,32.57661,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999969,Valid,#NAME?
06:19.2,1647,18.5934,0.013248,1.239433,26.78945,346.3511,2.114741,359.3891,0,0,0,0.012749,1.247778,26.8012,-0.066532,-0.047333,0.996661,-0.372705,0.973555,32.57533,触发点,0,0,0.5,0.5,0.5,0.5,1,0.99998,Valid,#NAME?
06:19.2,1648,18.6041,0.013321,1.23919,26.80766,346.4179,2.10905,359.3957,0,0,0,0.012819,1.247521,26.81941,-0.066384,-0.048553,0.996612,-0.370509,0.967158,32.57423,触发点,0,0,0.5,0.5,0.5,0.5,1,0.99998,Valid,#NAME?
06:19.2,1649,18.6153,0.013332,1.238995,26.8266,346.5168,2.089482,359.4078,0,0,0,0.012825,1.247305,26.83837,-0.066668,-0.05029,0.996507,-0.370936,0.957825,32.57452,触发点,0,0,0.5,0.5,0.5,0.5,1,0.99998,Valid,#NAME?
06:19.3,1650,18.6334,0.013561,1.238782,26.86553,346.6065,2.078712,359.4193,0,0,0,0.013052,1.247074,26.87732,-0.066028,-0.052871,0.996416,-0.364278,0.944934,32.57151,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999995,Valid,#NAME?
06:19.3,1651,18.6423,0.013384,1.238449,26.86645,346.7246,2.04787,359.4573,0,0,0,0.012865,1.246716,26.87826,-0.064998,-0.056281,0.996297,-0.358428,0.925221,32.56945,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999995,Valid,#NAME?
06:19.3,1652,18.6504,0.013485,1.238387,26.88704,346.7459,2.056299,359.4857,0,0,0,0.012966,1.246649,26.89884,-0.064062,-0.057593,0.996283,-0.35147,0.919018,32.56647,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999996,Valid,#NAME?
06:19.3,1653,18.6597,0.013645,1.238207,26.90812,346.7704,2.067611,359.4867,0,0,0,0.013128,1.246464,26.91993,-0.063861,-0.058019,0.996271,-0.34874,0.917701,32.56526,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999996,Valid,#NAME?
06:19.3,1654,18.6713,0.013781,1.238137,26.92972,346.8372,2.06553,359.4797,0,0,0,0.013264,1.246381,26.94154,-0.063293,-0.059648,0.996211,-0.343919,0.909767,32.56351,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999996,Valid,#NAME?
06:19.3,1655,18.6821,0.013886,1.238079,26.9519,346.8951,2.067736,359.4921,0,0,0,0.013369,1.24631,26.96373,-0.062696,-0.061021,0.996166,-0.338951,0.9034,32.56169,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999998,Valid,#NAME?
06:19.3,1656,18.6933,0.014091,1.237922,26.97459,346.9421,2.04748,359.5283,0,0,0,0.013567,1.246143,26.98642,-0.062869,-0.061896,0.996101,-0.338318,0.899706,32.56168,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999998,Valid,#NAME?
06:19.3,1657,18.7042,0.014269,1.237874,26.99782,346.9803,2.042487,359.571,0,0,0,0.013739,1.246086,27.00966,-0.062046,-0.063524,0.99605,-0.331967,0.892144,32.55944,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999998,Valid,#NAME?
06:19.3,1658,18.7154,0.014484,1.237832,27.02158,346.9876,2.034291,359.6112,0,0,0,0.01395,1.246043,27.03342,-0.059734,-0.065924,0.996035,-0.317129,0.880656,32.55401,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999999,Valid,#NAME?
06:19.3,1659,18.7264,0.014723,1.237704,27.04587,346.9865,2.020322,359.6156,0,0,0,0.014185,1.245915,27.05771,-0.058826,-0.066915,0.996023,-0.310282,0.87683,32.5515,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999999,Valid,#NAME?
06:19.4,1660,18.7376,0.014956,1.23773,27.07068,346.9591,2.014149,359.6078,0,0,0,0.014418,1.245947,27.08252,-0.058972,-0.066427,0.996047,-0.309327,0.881271,32.55066,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999999,Valid,#NAME?
06:19.4,1661,18.7492,0.015217,1.237769,27.09604,346.9165,2.015387,359.5929,0,0,0,0.014679,1.245995,27.10787,-0.058384,-0.066457,0.99608,-0.304211,0.883011,32.54838,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.4,1662,18.7598,0.015575,1.237761,27.12196,346.8647,2.022548,359.5976,0,0,0,0.015039,1.245996,27.13378,-0.056322,-0.067201,0.996149,-0.290807,0.881076,32.54317,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.4,1663,18.7711,0.015932,1.237854,27.14836,346.7805,2.02391,359.6079,0,0,0,0.015394,1.246107,27.16017,-0.056243,-0.065756,0.996249,-0.288396,0.890932,32.54134,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.4,1664,18.7877,0.01627,1.237956,27.1753,346.7297,2.046147,359.6195,0,0,0,0.015736,1.24622,27.1871,-0.054317,-0.06641,0.996313,-0.275914,0.889641,32.53667,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.4,1665,18.7952,0.016695,1.237994,27.20282,346.6665,2.05822,359.6102,0,0,0,0.016165,1.246271,27.21461,-0.054152,-0.0653,0.996395,-0.272985,0.8976,32.53493,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.4,1666,18.8043,0.01709,1.238101,27.23084,346.5921,2.071564,359.5992,0,0,0,0.016562,1.246393,27.24262,-0.0527,-0.06489,0.9965,-0.263116,0.902027,32.531,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.4,1667,18.8152,0.017523,1.238148,27.25937,346.5389,2.076465,359.6106,0,0,0,0.016994,1.24645,27.27114,-0.052554,-0.063985,0.996566,-0.260307,0.908832,32.52953,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.4,1668,18.8265,0.018007,1.238042,27.28847,346.5518,2.092027,359.6531,0,0,0,0.017479,1.246341,27.30025,-0.050969,-0.064957,0.996586,-0.249787,0.905725,32.52605,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.5,1669,18.8376,0.018478,1.238048,27.31805,346.578,2.104202,359.6836,0,0,0,0.01795,1.246341,27.32984,-0.0499,-0.06595,0.996575,-0.242112,0.902631,32.52367,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.5,1670,18.8489,0.018921,1.238096,27.34823,346.5687,2.103959,359.669,0,0,0,0.018394,1.246392,27.36001,-0.049979,-0.065767,0.996583,-0.240528,0.905677,32.52293,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.5,1671,18.8606,0.019411,1.238034,27.37906,346.5099,2.088025,359.6369,0,0,0,0.018883,1.246342,27.39083,-0.049118,-0.065533,0.996641,-0.23393,0.909043,32.52055,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.5,1672,18.871,0.019846,1.238146,27.41026,346.4329,2.074707,359.6257,0,0,0,0.019316,1.24647,27.42202,-0.048624,-0.064831,0.996711,-0.229324,0.914959,32.5187,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.5,1673,18.8818,0.020317,1.238268,27.44203,346.3539,2.040961,359.633,0,0,0,0.019779,1.246609,27.45378,-0.048768,-0.064209,0.996744,-0.227999,0.92038,32.51798,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.5,1674,18.8931,0.020792,1.238309,27.4744,346.3049,2.003396,359.6761,0,0,0,0.020241,1.246659,27.48614,-0.049196,-0.063419,0.996774,-0.228094,0.926527,32.51772,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.5,1675,18.9054,0.021282,1.238363,27.50725,346.2448,1.949551,359.7116,0,0,0,0.020718,1.246725,27.51899,-0.051506,-0.064526,0.996586,-0.237798,0.922857,32.52102,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.5,1676,18.9155,0.021801,1.238405,27.54059,346.2569,1.898399,359.7548,0,0,0,0.021223,1.246764,27.55233,-0.069206,-0.072442,0.994969,-0.326959,0.882302,32.55811,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.5,1677,18.9265,0.0224,1.238203,27.57444,346.3217,1.864266,359.8058,0,0,0,0.021809,1.246548,27.58618,-0.080363,-0.078379,0.993679,-0.38273,0.851999,32.58825,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.6,1678,18.9448,0.023424,1.238154,27.64345,346.4094,1.841,359.8313,0,0,0,0.022827,1.24648,27.65521,-0.087308,-0.083462,0.992679,-0.412756,0.830083,32.60774,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.6,1679,18.954,0.023497,1.23807,27.64363,346.4843,1.791467,359.7755,0,0,0,0.022894,1.246381,27.6554,-0.088475,-0.084643,0.992476,-0.419,0.823625,32.61237,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.6,1680,18.9614,0.024027,1.238017,27.6791,346.4966,1.753272,359.7121,0,0,0,0.023424,1.246327,27.69086,-0.089773,-0.085115,0.992319,-0.42196,0.824051,32.61401,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.6,1681,18.9709,0.024591,1.23808,27.71505,346.4785,1.723937,359.6518,0,0,0,0.023987,1.246395,27.72681,-0.090611,-0.084681,0.99228,-0.422222,0.829385,32.61327,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.6,1682,18.9819,0.025202,1.238125,27.75153,346.4135,1.700273,359.6154,0,0,0,0.024595,1.246453,27.76329,-0.093596,-0.085762,0.99191,-0.433732,0.826488,32.62053,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.6,1683,18.9931,0.025822,1.238111,27.78863,346.394,1.687144,359.6045,0,0,0,0.025213,1.246443,27.80038,-0.091812,-0.087201,0.991951,-0.420242,0.823359,32.61313,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.6,1684,19.0043,0.0263,1.23825,27.8262,346.3471,1.587496,359.5525,0,0,0,0.025677,1.246593,27.83794,-0.093334,-0.08787,0.99175,-0.423918,0.823317,32.61527,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.6,1685,19.0153,0.026794,1.238421,27.86433,346.303,1.47863,359.4883,0,0,0,0.026154,1.246774,27.87607,-0.095574,-0.086977,0.991615,-0.430895,0.83084,32.61811,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.7,1686,19.0281,0.027363,1.238536,27.90304,346.2538,1.359815,359.4529,0,0,0,0.026701,1.2469,27.91477,-0.096281,-0.08664,0.991576,-0.429849,0.836069,32.61665,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:19.7,1687,19.0383,0.027981,1.238695,27.94213,346.2149,1.297299,359.5106,0,0,0,0.0273,1.247066,27.95385,-0.096643,-0.087081,0.991503,-0.427001,0.837715,32.61472,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
