时间戳,帧计数器,游戏时间,挂载对象位置X,挂载对象位置Y,挂载对象位置Z,挂载对象旋转X,挂载对象旋转Y,挂载对象旋转Z,目标对象1旋转X,目标对象1旋转Y,目标对象1旋转Z,注视原点X,注视原点Y,注视原点Z,注视方向X,注视方向Y,注视方向Z,碰撞点X,碰撞点Y,碰撞点Z,碰撞物体名称,左瞳孔直径,右瞳孔直径,左瞳孔X,左瞳孔Y,右瞳孔X,右瞳孔Y,左眼睁眼度,右眼睁眼度,眼动追踪状态,
06:17.5,1491,16.86,0.072594,1.162586,26.53169,29.68102,3.246137,358.9579,0,0,0,0.07251,1.160618,26.54597,0.095513,-0.384906,0.918001,0.360512,0.000001,29.31404,Road,0,0,0.5,0.5,0.5,0.5,0.997028,0.999504,Valid,#NAME?
06:17.5,1492,16.8707,0.073153,1.16281,26.53222,29.56229,3.185084,358.9391,0,0,0,0.073053,1.160872,26.5465,0.094618,-0.383007,0.918887,0.359836,0.000001,29.3316,Road,0,0,0.5,0.5,0.5,0.5,0.997028,0.999504,Valid,#NAME?
06:17.5,1493,16.8823,0.073633,1.163202,26.5325,29.3279,3.116559,358.8705,0,0,0,0.073524,1.161323,26.54679,0.097415,-0.358082,0.928595,0.389459,0.000001,29.55839,Road,0,0,0.5,0.5,0.5,0.5,0.997028,0.999504,Valid,#NAME?
06:17.5,1494,16.8932,0.074083,1.163633,26.53283,29.07265,3.021185,358.8445,0,0,0,0.073956,1.161819,26.54713,0.097675,-0.342157,0.934553,0.405617,0.000001,29.72048,Road,0,0,0.5,0.5,0.5,0.5,0.998478,0.999746,Valid,#NAME?
06:17.5,1495,16.9043,0.074518,1.16402,26.53336,28.7645,2.940316,358.7853,0,0,0,0.074375,1.162282,26.54767,0.09661,-0.337149,0.936481,0.407426,0.000001,29.77608,Road,0,0,0.5,0.5,0.5,0.5,0.999026,0.999838,Valid,#NAME?
06:17.5,1496,16.9234,0.074749,1.164928,26.53359,28.22147,2.872035,358.7261,0,0,0,0.074596,1.163328,26.54792,0.09808,-0.274292,0.956632,0.490573,0.000001,30.60518,Road,0,0,0.5,0.5,0.5,0.5,0.999221,0.99987,Valid,#NAME?
06:17.6,1497,16.9313,0.074976,1.166071,26.53386,27.68144,2.782923,358.6259,0,0,0,0.07481,1.164606,26.5482,0.097085,-0.265307,0.959264,0.500979,0.000002,30.75905,Road,0,0,0.5,0.5,0.5,0.5,0.999221,0.99987,Valid,#NAME?
06:17.6,1498,16.9379,0.075056,1.16769,26.53425,26.91454,2.702245,358.5135,0,0,0,0.074881,1.166419,26.54861,0.095085,-0.301607,0.948679,0.442606,0.000001,30.21748,Road,0,0,0.5,0.5,0.5,0.5,0.999377,0.999896,Valid,#NAME?
06:17.6,1499,16.9487,0.075048,1.169667,26.53452,26.01302,2.548131,358.3371,0,0,0,0.074852,1.168624,26.5489,0.093234,-0.286729,0.953464,0.454844,0.000001,30.43494,Road,0,0,0.5,0.5,0.5,0.5,0.999377,0.999896,Valid,#NAME?
06:17.6,1500,16.9599,0.074989,1.171653,26.53463,25.07011,2.446411,358.2028,0,0,0,0.074781,1.170848,26.54902,0.083546,-0.362441,0.928255,0.344673,0.000001,29.54771,Road,0,0,0.5,0.5,0.5,0.5,0.999377,0.999896,Valid,#NAME?
06:17.6,1501,16.9734,0.074856,1.1737,26.53494,23.99569,2.335994,358.0713,0,0,0,0.074633,1.173166,26.54935,0.079384,-0.388764,0.917911,0.314188,0.000001,29.31931,Road,0,0,0.5,0.5,0.5,0.5,0.999681,0.999947,Valid,#NAME?
06:17.6,1502,16.9826,0.074539,1.176023,26.5345,22.83592,2.274029,357.9418,0,0,0,0.074314,1.175782,26.54892,0.074959,-0.412946,0.907666,0.287745,0.000001,29.13332,Road,0,0,0.5,0.5,0.5,0.5,0.999681,0.999947,Valid,#NAME?
06:17.6,1503,16.9935,0.074306,1.178219,26.53422,21.76855,2.152317,357.7768,0,0,0,0.074064,1.178248,26.54864,0.073233,-0.396028,0.915313,0.291944,0.000001,29.27184,Road,0,0,0.5,0.5,0.5,0.5,0.999681,0.999947,Valid,#NAME?
06:17.6,1504,17.0044,0.073933,1.180835,26.53404,20.53938,2.120307,357.6554,0,0,0,0.073694,1.181175,26.54845,0.065951,-0.458295,0.88635,0.243672,0.000001,28.83287,Road,0,0,0.5,0.5,0.5,0.5,0.999745,0.999957,Valid,#NAME?
06:17.6,1505,17.0154,0.073298,1.183778,26.53352,19.11039,2.047125,357.5133,0,0,0,0.073053,1.184479,26.54792,0.064925,-0.43608,0.897563,0.249402,0.000001,28.98588,Road,0,0,0.5,0.5,0.5,0.5,0.999745,0.999957,Valid,#NAME?
06:17.6,1506,17.0264,0.072638,1.18676,26.53305,17.64332,1.976208,357.3456,0,0,0,0.072392,1.187831,26.54742,0.063843,-0.413003,0.908489,0.25601,0.000001,29.16032,Road,0,0,0.5,0.5,0.5,0.5,0.999745,0.999957,Valid,#NAME?
06:17.7,1507,17.0376,0.071716,1.190645,26.53274,15.63761,1.991861,357.196,0,0,0,0.071486,1.19222,26.54707,0.030678,-0.480767,0.876312,0.147562,0.000001,28.72018,Road,0,0,0.5,0.5,0.5,0.5,0.999745,0.999957,Valid,#NAME?
06:17.7,1508,17.0486,0.07062,1.194211,26.53182,13.72516,2.108916,357.1918,0,0,0,0.070417,1.196262,26.54609,-0.090127,-0.477812,0.873827,-0.155226,0.000001,28.73383,Road,0,0,0.5,0.5,0.5,0.5,0.803581,0.554893,Valid,#NAME?
06:17.7,1509,17.0622,0.070011,1.196674,26.5314,12.25472,2.077908,357.1676,0,0,0,0.069799,1.199091,26.54561,-0.18605,-0.440405,0.878311,-0.436758,0.000001,28.937,Road,0,0,0.5,0.5,0.5,0.5,0.707145,0.355132,Valid,#NAME?
06:17.7,1510,17.0769,0.069269,1.199354,26.53084,10.71609,2.026872,357.1138,0,0,0,0.069048,1.202152,26.54498,-0.298021,-0.363851,0.882494,-0.915604,0.000001,29.46073,Road,0,0,0.5,0.5,0.5,0.5,0.535592,0.227284,Valid,#NAME?
06:17.7,1511,17.0849,0.068176,1.20266,26.5299,8.849528,2.103939,357.2656,0,0,0,0.067957,1.205915,26.54395,-0.295902,-0.336135,0.894123,-0.993616,0.000001,29.75169,Road,0,0,0.5,0.5,0.5,0.5,0.535592,0.227284,Valid,#NAME?
06:17.7,1512,17.0933,0.066874,1.20612,26.52901,7.064929,2.156632,357.325,0,0,0,0.066656,1.20981,26.54295,-0.294713,-0.278121,0.914217,-1.215326,0.000001,30.51973,Road,0,0,0.5,0.5,0.5,0.5,0.42769,0.145462,Valid,#NAME?
06:17.7,1513,17.1041,0.065655,1.209517,26.52844,5.29729,2.183933,357.3177,0,0,0,0.065439,1.213634,26.54226,-0.293988,-0.250109,0.922506,-1.361111,0.000002,31.01865,Road,0,0,0.5,0.5,0.5,0.5,0.42769,0.145462,Valid,#NAME?
06:17.7,1514,17.1153,0.064085,1.212673,26.52741,3.594428,2.226606,357.2734,0,0,0,0.063881,1.217199,26.5411,-0.29314,-0.19948,0.935028,-1.724814,0.000002,32.24649,Road,0,0,0.5,0.5,0.5,0.5,0.42769,0.145462,Valid,#NAME?
06:17.8,1515,17.1267,0.06242,1.215705,26.52615,1.9551,2.260192,357.201,0,0,0,0.062225,1.220621,26.53971,-0.292434,-0.154862,0.943663,-2.242733,0.000002,33.97764,Road,0,0,0.5,0.5,0.5,0.5,0.485548,0.212604,Valid,#NAME?
06:17.8,1516,17.1376,0.060728,1.218583,26.52483,0.403094,2.410849,357.2207,0,0,0,0.060562,1.223863,26.53824,-0.289676,-0.122403,0.949266,-2.835794,0.000002,36.02956,Road,0,0,0.5,0.5,0.5,0.5,0.611392,0.417461,Valid,#NAME?
06:17.8,1517,17.1487,0.059498,1.220932,26.52446,358.8374,2.500876,357.1601,0,0,0,0.059353,1.226578,26.53773,-0.288176,-0.096428,0.95271,-3.606277,0.000003,38.6563,Road,0,0,0.5,0.5,0.5,0.5,0.611392,0.417461,Valid,#NAME?
06:17.8,1518,17.1599,0.057182,1.222922,26.5218,357.6103,2.626904,357.3055,0,0,0,0.057045,1.228848,26.53495,-0.2857,-0.077127,0.955211,-4.49495,0.000003,41.75411,Road,0,0,0.5,0.5,0.5,0.5,0.611392,0.417461,Valid,#NAME?
06:17.8,1519,17.1709,0.054962,1.224501,26.52017,356.4887,2.627696,357.3552,0,0,0,0.054815,1.230682,26.5332,-0.236104,-0.040225,0.970895,-6.043599,0.191698,51.61076,Arch,0,0,0.5,0.5,0.5,0.5,0.780368,0.683111,Valid,#NAME?
06:17.8,1520,17.1822,0.052666,1.226226,26.5184,355.3519,2.670156,357.381,0,0,0,0.052521,1.232664,26.5313,-0.196778,-0.021125,0.98022,-5.937071,0.58965,56.36749,Arch,0,0,0.5,0.5,0.5,0.5,0.824295,0.683111,Valid,#NAME?
06:17.8,1521,17.1933,0.05022,1.227662,26.5167,354.3476,2.705775,357.3632,0,0,0,0.050079,1.234324,26.52949,-0.19619,-0.004045,0.980558,-5.796767,1.113776,55.75208,Arch,0,0,0.5,0.5,0.5,0.5,0.824295,0.683111,Valid,#NAME?
06:17.8,1522,17.204,0.047726,1.229024,26.51548,353.3723,2.762889,357.3167,0,0,0,0.047596,1.235904,26.52815,-0.160243,0.012741,0.986995,-5.642952,1.688373,61.57831,Arch,0,0,0.5,0.5,0.5,0.5,0.824295,0.683111,Valid,#NAME?
06:17.8,1523,17.2155,0.045309,1.230336,26.51433,352.4379,2.86312,357.3043,0,0,0,0.045197,1.237422,26.52689,-0.142826,0.028702,0.989332,-5.467131,2.345176,64.70986,Arch,0,0,0.5,0.5,0.5,0.5,0.859436,0.797191,Valid,#NAME?
06:17.9,1524,17.2327,0.043653,1.231236,26.51354,351.7981,2.931986,357.2954,0,0,0,0.043554,1.23846,26.52602,-0.141672,0.039684,0.989118,-5.358341,2.751576,64.24068,Arch,0,0,0.5,0.5,0.5,0.5,0.859436,0.797191,Valid,#NAME?
06:17.9,1525,17.2413,0.041258,1.232537,26.51241,350.8721,3.032025,357.2819,0,0,0,0.041174,1.239962,26.52477,-0.14001,0.05557,0.98859,-5.205539,3.322389,63.57113,Arch,0,0,0.5,0.5,0.5,0.5,0.859436,0.797191,Valid,#NAME?
06:17.9,1526,17.2496,0.038841,1.23385,26.51127,349.9377,3.133435,357.2675,0,0,0,0.038774,1.241477,26.52351,-0.138342,0.071588,0.987794,-5.056737,3.878261,62.90664,Arch,0,0,0.5,0.5,0.5,0.5,0.859436,0.797191,Valid,#NAME?
06:17.9,1527,17.2613,0.046061,1.229987,26.51444,352.8019,2.737089,357.2715,0,0,0,0.045925,1.236993,26.52704,-0.145052,0.022578,0.989166,-5.531387,2.105137,64.56084,Arch,0,0,0.5,0.5,0.5,0.5,0.859436,0.797191,Valid,#NAME?
06:17.9,1528,17.2712,0.030935,1.235401,26.50802,348.7045,2.398021,357.9505,0,0,0,0.030642,1.243279,26.52009,-0.149853,0.090396,0.984567,-4.915917,4.2272,59.02002,Arch,0,0,0.5,0.5,0.5,0.5,0.859436,0.797191,Valid,#NAME?
06:17.9,1529,17.2819,0.029215,1.235783,26.50742,348.3985,2.335264,358.0726,0,0,0,0.028894,1.243724,26.51945,-0.133157,0.095577,0.986476,-4.562212,4.539121,60.53212,Arch,0,0,0.5,0.5,0.5,0.5,0.859436,0.797191,Valid,#NAME?
06:17.9,1530,17.2933,0.025682,1.236816,26.50615,347.6881,2.200969,358.3309,0,0,0,0.025305,1.244901,26.51809,-0.129568,0.105841,0.985906,-4.295408,4.774405,59.39523,Arch,0,0,0.5,0.5,0.5,0.5,0.981134,0.97278,Valid,#NAME?
06:17.9,1531,17.3045,0.023159,1.237512,26.50574,347.3418,2.083212,358.5266,0,0,0,0.022738,1.245667,26.51763,-0.132256,0.110139,0.985078,-4.256159,4.809018,58.38795,Arch,0,0,0.5,0.5,0.5,0.5,0.981134,0.97278,Valid,#NAME?
06:17.9,1532,17.3154,0.020557,1.238263,26.50514,346.9031,1.976,358.6881,0,0,0,0.020096,1.246505,26.51696,-0.133823,0.117176,0.984054,-4.152714,4.900242,57.20129,Arch,0,0,0.5,0.5,0.5,0.5,0.981134,0.97278,Valid,#NAME?
06:18.0,1533,17.3265,0.017973,1.239113,26.50474,346.4091,1.869777,358.8629,0,0,0,0.017471,1.247454,26.51649,-0.135046,0.124471,0.98299,-4.046897,4.993558,56.10078,Arch,0,0,0.5,0.5,0.5,0.5,0.981134,0.97278,Valid,#NAME?
06:18.0,1534,17.3374,0.015863,1.239863,26.50422,345.9857,1.76426,359.0407,0,0,0,0.015322,1.248289,26.51591,-0.136577,0.130455,0.982002,-3.973486,5.058297,55.19576,Arch,0,0,0.5,0.5,0.5,0.5,0.990341,0.986063,Valid,#NAME?
06:18.0,1535,17.349,0.013376,1.240817,26.50351,345.4871,1.644202,359.2625,0,0,0,0.012787,1.24934,26.51513,-0.138237,0.138332,0.980691,-3.877843,5.142641,54.1164,Arch,0,0,0.5,0.5,0.5,0.5,0.990341,0.986063,Valid,#NAME?
06:18.0,1536,17.3599,0.011114,1.241693,26.50289,345.0376,1.580987,359.4907,0,0,0,0.010489,1.250303,26.51444,-0.137936,0.144574,0.979833,-3.782977,5.226299,53.46134,Arch,0,0,0.5,0.5,0.5,0.5,0.990341,0.986063,Valid,#NAME?
06:18.0,1537,17.371,0.009096,1.242614,26.50259,344.6328,1.466289,359.6446,0,0,0,0.008432,1.251302,26.51408,-0.139435,0.148186,0.979081,-3.755019,5.250955,52.94019,Arch,0,0,0.5,0.5,0.5,0.5,0.995054,0.992864,Valid,#NAME?
06:18.0,1538,17.3882,0.007011,1.243375,26.50196,344.1791,1.333071,359.7498,0,0,0,0.00631,1.252152,26.51338,-0.141732,0.154514,0.977772,-3.703439,5.296442,52.10593,Arch,0,0,0.5,0.5,0.5,0.5,0.995054,0.992864,Valid,#NAME?
06:18.0,1539,17.3958,0.004869,1.244178,26.50129,343.6917,1.21147,359.8241,0,0,0,0.004135,1.253051,26.51263,-0.143683,0.16259,0.976176,-3.627918,5.36304,51.18872,Arch,0,0,0.5,0.5,0.5,0.5,0.997468,0.996347,Valid,#NAME?
06:18.0,1540,17.4043,0.003054,1.24511,26.50095,343.1701,1.099932,359.911,0,0,0,0.002287,1.254084,26.51221,-0.144357,0.170061,0.974803,-3.546538,5.434807,50.47646,Arch,0,0,0.5,0.5,0.5,0.5,0.997468,0.996347,Valid,#NAME?
06:18.0,1541,17.4155,0.001135,1.246046,26.50039,342.5541,0.939219,359.9525,0,0,0,0.000332,1.25514,26.51155,-0.145589,0.177741,0.973248,-3.474966,5.497924,49.74352,Arch,0,0,0.5,0.5,0.5,0.5,0.998379,0.997662,Valid,#NAME?
06:18.0,1542,17.4265,-0.000593,1.247035,26.49996,341.9008,0.778713,0.007671,0,0,0,-0.001436,1.256255,26.51102,-0.148226,0.188651,0.970794,-3.391808,5.571258,48.71599,Arch,0,0,0.5,0.5,0.5,0.5,0.998379,0.997662,Valid,#NAME?
06:18.1,1543,17.4378,-0.002621,1.248028,26.49932,341.208,0.643287,0.060559,0,0,0,-0.003494,1.25738,26.51026,-0.150186,0.197037,0.968824,-3.331901,5.624088,47.98122,Arch,0,0,0.5,0.5,0.5,0.5,0.998379,0.997662,Valid,#NAME?
06:18.1,1544,17.4492,-0.004076,1.249017,26.49864,340.6262,0.493164,0.249061,0,0,0,-0.004997,1.258475,26.50949,-0.152012,0.202754,0.967359,-3.299493,5.652667,47.47465,Arch,0,0,0.5,0.5,0.5,0.5,0.999336,0.999042,Valid,#NAME?
06:18.1,1545,17.4599,-0.005527,1.249765,26.49811,340.1277,0.324779,0.389738,0,0,0,-0.006495,1.259316,26.50887,-0.154546,0.21078,0.96524,-3.255923,5.691089,46.80363,Arch,0,0,0.5,0.5,0.5,0.5,0.999336,0.999042,Valid,#NAME?
06:18.1,1546,17.4709,-0.00699,1.250303,26.49748,339.7117,0.152274,0.565487,0,0,0,-0.008005,1.259928,26.50817,-0.153637,0.213578,0.96477,-3.218986,5.723663,46.67168,Arch,0,0,0.5,0.5,0.5,0.5,0.999336,0.999042,Valid,#NAME?
06:18.1,1547,17.4821,-0.008417,1.250642,26.49679,339.3773,359.9927,0.724978,0,0,0,-0.009476,1.260326,26.50742,-0.1262,0.215734,0.968263,-2.824134,6.071868,48.10273,Arch,0,0,0.5,0.5,0.5,0.5,0.999728,0.999608,Valid,#NAME?
06:18.1,1548,17.4933,-0.009548,1.250847,26.49619,339.2772,359.8636,0.900979,0,0,0,-0.010649,1.260547,26.5068,-0.113504,0.214978,0.970001,-2.637714,6.236265,48.95775,Arch,0,0,0.5,0.5,0.5,0.5,0.999728,0.999608,Valid,#NAME?
06:18.1,1549,17.5042,-0.010509,1.250879,26.49568,339.2483,359.7195,1.022987,0,0,0,-0.011648,1.260583,26.50628,-0.115641,0.215246,0.969689,-2.669689,6.208068,48.79482,Arch,0,0,0.5,0.5,0.5,0.5,0.999728,0.999608,Valid,#NAME?
06:18.1,1550,17.5155,-0.011444,1.250787,26.49507,339.316,359.6457,1.196924,0,0,0,-0.012611,1.260475,26.50569,-0.092536,0.208403,0.973656,-2.338971,6.499718,50.98335,Arch,0,0,0.5,0.5,0.5,0.5,0.999861,0.999799,Valid,#NAME?
06:18.1,1551,17.5265,-0.012182,1.250586,26.49449,339.4459,359.5682,1.359637,0,0,0,-0.013378,1.260246,26.50513,-0.082718,0.199101,0.976482,-2.230057,6.595765,52.67296,Arch,0,0,0.5,0.5,0.5,0.5,0.999861,0.999799,Valid,#NAME?
06:18.2,1552,17.5433,-0.012749,1.250052,26.49389,339.7855,359.5561,1.507704,0,0,0,-0.013962,1.259647,26.50458,-0.075409,0.174208,0.981817,-2.297891,6.535944,56.24119,Arch,0,0,0.5,0.5,0.5,0.5,0.999943,0.999918,Valid,#NAME?
06:18.2,1553,17.5501,-0.013313,1.249618,26.49337,340.1298,359.5598,1.606706,0,0,0,-0.014536,1.259147,26.50412,-0.075049,0.168191,0.982893,-2.348992,6.490881,57.07794,Arch,0,0,0.5,0.5,0.5,0.5,0.999943,0.999918,Valid,#NAME?
06:18.2,1554,17.5604,-0.013615,1.248936,26.49292,340.5993,359.5671,1.68885,0,0,0,-0.014843,1.258374,26.50375,-0.067322,0.132331,0.988917,-2.575296,6.291312,64.1152,Arch,0,0,0.5,0.5,0.5,0.5,0.999943,0.999918,Valid,#NAME?
06:18.2,1555,17.5708,-0.01383,1.24818,26.4925,341.0763,359.6154,1.741468,0,0,0,-0.015057,1.257527,26.50341,-0.06343,0.10021,0.992942,-2.977049,5.937021,72.87052,Arch,0,0,0.5,0.5,0.5,0.5,0.999977,0.999966,Valid,#NAME?
06:18.2,1556,17.5819,-0.014023,1.247596,26.49211,341.4666,359.6658,1.768692,0,0,0,-0.015242,1.256867,26.50309,-0.062453,0.093415,0.993667,-3.082201,5.844292,75.30027,Arch,0,0,0.5,0.5,0.5,0.5,0.999977,0.999966,Valid,#NAME?
06:18.2,1557,17.594,-0.014013,1.247066,26.49178,341.8181,359.7435,1.764143,0,0,0,-0.015217,1.25627,26.50281,-0.058447,0.067751,0.995989,-0.394525,1.695956,32.96654,触发点,0,0,0.5,0.5,0.5,0.5,0.999977,0.999966,Valid,#NAME?
06:18.2,1558,17.6046,-0.013916,1.246659,26.49148,342.1025,359.8567,1.735463,0,0,0,-0.015097,1.255809,26.50256,-0.054442,0.047427,0.99739,-0.357913,1.554454,32.78307,触发点,0,0,0.5,0.5,0.5,0.5,0.999988,0.999983,Valid,#NAME?
06:18.2,1559,17.6154,-0.013727,1.246408,26.49123,342.2635,359.9687,1.725401,0,0,0,-0.014885,1.255527,26.50234,-0.052813,0.032449,0.998077,-0.342971,1.457105,32.70263,触发点,0,0,0.5,0.5,0.5,0.5,0.999988,0.999983,Valid,#NAME?
06:18.2,1560,17.6264,-0.013395,1.246187,26.49094,342.3941,0.08389,1.75479,0,0,0,-0.014532,1.25528,26.50208,-0.050666,0.030147,0.998261,-0.328372,1.442019,32.68559,触发点,0,0,0.5,0.5,0.5,0.5,0.999988,0.999983,Valid,#NAME?
06:18.3,1561,17.6376,-0.013062,1.245965,26.49066,342.5209,0.207017,1.747969,0,0,0,-0.014175,1.255034,26.50181,-0.048553,0.027945,0.99843,-0.314134,1.427677,32.67007,触发点,0,0,0.5,0.5,0.5,0.5,0.999994,0.999991,Valid,#NAME?
06:18.3,1562,17.6487,-0.012543,1.245788,26.49042,342.5823,0.355243,1.78191,0,0,0,-0.013628,1.254844,26.50159,-0.045693,0.017794,0.998797,-0.293886,1.363984,32.62772,触发点,0,0,0.5,0.5,0.5,0.5,0.999995,0.999993,Valid,#NAME?
06:18.3,1563,17.66,-0.011948,1.245667,26.49002,342.6777,0.440418,1.850505,0,0,0,-0.013025,1.254703,26.50121,-0.04387,0.016073,0.998908,-0.281642,1.35312,32.61751,触发点,0,0,0.5,0.5,0.5,0.5,0.999995,0.999993,Valid,#NAME?
06:18.3,1564,17.6711,-0.011322,1.245509,26.48993,342.6677,0.522798,1.859487,0,0,0,-0.012383,1.254546,26.50112,-0.042362,0.012597,0.999023,-0.271158,1.331497,32.60387,触发点,0,0,0.5,0.5,0.5,0.5,0.999995,0.999993,Valid,#NAME?
06:18.3,1565,17.6821,-0.010742,1.245512,26.4898,342.7804,0.625864,1.838566,0,0,0,-0.011782,1.254528,26.501,-0.041635,0.005566,0.999117,-0.265307,1.28842,32.58486,触发点,0,0,0.5,0.5,0.5,0.5,0.999998,0.999996,Valid,#NAME?
06:18.3,1566,17.6992,-0.010387,1.245534,26.48955,342.8209,0.655459,1.84572,0,0,0,-0.011421,1.254542,26.50076,-0.039278,0.001631,0.999227,-0.25003,1.264451,32.57095,触发点,0,0,0.5,0.5,0.5,0.5,0.999998,0.999996,Valid,#NAME?
06:18.3,1567,17.7067,-0.009747,1.245515,26.48944,342.873,0.747238,1.820105,0,0,0,-0.010759,1.254513,26.50066,-0.037893,-0.002999,0.999277,-0.240489,1.236331,32.55886,触发点,0,0,0.5,0.5,0.5,0.5,0.999999,0.999999,Valid,#NAME?
06:18.3,1568,17.7156,-0.009047,1.245508,26.48935,342.9229,0.822074,1.766753,0,0,0,-0.01004,1.254498,26.50058,-0.036864,-0.003824,0.999313,-0.233387,1.231328,32.555,触发点,0,0,0.5,0.5,0.5,0.5,0.999999,0.999999,Valid,#NAME?
06:18.3,1569,17.7264,-0.00831,1.24536,26.48906,342.9611,0.873762,1.706205,0,0,0,-0.009289,1.254343,26.5003,-0.035586,-0.006111,0.999348,-0.224654,1.217361,32.54826,触发点,0,0,0.5,0.5,0.5,0.5,0.999999,0.999999,Valid,#NAME?
06:18.4,1570,17.7377,-0.007595,1.245283,26.48897,343.024,0.914654,1.637195,0,0,0,-0.008558,1.254255,26.50022,-0.036544,-0.004824,0.99932,-0.229866,1.225041,32.55206,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999999,Valid,#NAME?
06:18.4,1571,17.7486,-0.006845,1.245203,26.4889,343.0686,0.923584,1.568577,0,0,0,-0.007801,1.254168,26.50016,-0.036743,-0.005541,0.999309,-0.23028,1.220614,32.55098,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999999,Valid,#NAME?
06:18.4,1572,17.76,-0.006083,1.245055,26.48867,343.1002,0.911028,1.522026,0,0,0,-0.007036,1.254014,26.49992,-0.037191,-0.009518,0.999263,-0.232034,1.196433,32.5453,触发点,0,0,0.5,0.5,0.5,0.5,1,0.999999,Valid,#NAME?
06:18.4,1573,17.771,-0.005255,1.244967,26.48866,343.1043,0.935255,1.460058,0,0,0,-0.006197,1.253927,26.49992,-0.039193,-0.003699,0.999225,-0.243842,1.231496,32.55863,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.4,1574,17.782,-0.0044,1.2449,26.48866,343.0933,0.954181,1.379438,0,0,0,-0.005331,1.253863,26.49991,-0.039277,-0.003433,0.999223,-0.243495,1.233045,32.55896,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.4,1575,17.7932,-0.003534,1.244848,26.4885,343.0795,0.984221,1.287328,0,0,0,-0.004452,1.253816,26.49976,-0.040147,-0.000628,0.999194,-0.248175,1.250001,32.56568,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.4,1576,17.8043,-0.002586,1.244858,26.48853,343.0381,1.007698,1.186153,0,0,0,-0.003489,1.253836,26.49978,-0.042357,0.002316,0.9991,-0.2611,1.267921,32.57616,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.4,1577,17.8156,-0.001646,1.244887,26.48856,343.0464,1.026701,1.142571,0,0,0,-0.002541,1.253864,26.49981,-0.043992,0.004336,0.999023,-0.270454,1.280268,32.58395,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.4,1578,17.8266,-0.000799,1.244861,26.4884,343.0579,1.047512,1.084539,0,0,0,-0.001684,1.253837,26.49965,-0.04392,0.004196,0.999026,-0.269128,1.279385,32.58313,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.5,1579,17.8376,0.000128,1.244885,26.48845,343.0776,1.031102,1.016135,0,0,0,-0.000755,1.253859,26.4997,-0.045265,0.004696,0.998964,-0.276589,1.282476,32.58714,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.5,1580,17.8544,0.001009,1.244925,26.48848,343.1153,1.00852,0.95182,0,0,0,0.000128,1.253892,26.49974,-0.046624,0.00618,0.998893,-0.284303,1.291595,32.59353,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.5,1581,17.8618,0.001823,1.244909,26.48839,343.1316,0.965049,0.891085,0,0,0,0.000938,1.253874,26.49965,-0.049266,0.00726,0.998759,-0.300106,1.298235,32.60264,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.5,1582,17.8708,0.002596,1.244946,26.48841,343.1436,0.920757,0.830274,0,0,0,0.001709,1.253909,26.49967,-0.050338,0.007118,0.998707,-0.306017,1.297424,32.60491,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.5,1583,17.8822,0.003443,1.244962,26.48845,343.1264,0.86936,0.76272,0,0,0,0.002552,1.253931,26.49971,-0.051709,0.008029,0.99863,-0.313865,1.30306,32.61056,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.5,1584,17.8932,0.004238,1.245015,26.48849,343.1046,0.819252,0.691506,0,0,0,0.003344,1.253989,26.49974,-0.053649,0.008365,0.998525,-0.325311,1.305232,32.61667,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.5,1585,17.9043,0.004982,1.245056,26.48841,343.0825,0.786938,0.591317,0,0,0,0.004091,1.254036,26.49966,-0.054706,0.008864,0.998463,-0.331283,1.308376,32.62074,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.5,1586,17.9153,0.005804,1.245137,26.48846,343.0652,0.750871,0.514521,0,0,0,0.004913,1.254122,26.4997,-0.055835,0.009481,0.998395,-0.337665,1.312292,32.62539,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:18.6,1587,17.9266,0.00643,1.245076,26.48833,343.0308,0.736808,0.432897,0,0,0,0.005543,1.254069,26.49957,-0.057556,0.011864,0.998272,-0.348305,1.327005,32.63681,触发点,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
